Unnamed: 0_x,url,condition_x,date_x,Unnamed: 0_y,condition_y,date_y
2781,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/sucharita-bhaumik/9055195,Neurofibromatosis,2023-08-01,,,
2782,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/joshua-b-rubin/12582416,Neurofibromatosis,2023-08-01,,,
2783,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/paul-santiago/11954407,Neurofibromatosis,2023-08-01,,,
2784,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/cynthia-j-campen/8580670,Neurofibromatosis,2023-08-01,,,
2785,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/vivian-y-chang/11185186,Neurofibromatosis,2023-08-01,,,
2786,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/maciej-m-mrugala/9679799,Neurofibromatosis,2023-08-01,,,
2787,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/beth-n-mclellan/10360370,Neurofibromatosis,2023-08-01,,,
2788,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/murray-brand/11191925,Neurofibromatosis,2023-08-01,,,
2789,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/amgad-s-hanna/12655484,Neurofibromatosis,2023-08-01,,,
2790,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/sridharan-gururangan/8361103,Neurofibromatosis,2023-08-01,,,
2791,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/ian-f-pollack/7402604,Neurofibromatosis,2023-08-01,,,
2792,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/matthew-j-eppley/12181769,Neurofibromatosis,2023-08-01,,,
2793,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/xia-a-wang/13151324,Neurofibromatosis,2023-08-01,,,
2794,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/norman-s-litofsky/8378298,Neurofibromatosis,2023-08-01,,,
2795,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/dominique-c-pichard/10460884,Neurofibromatosis,2023-08-01,,,
2796,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/elias-b-rizk/10745252,Neurofibromatosis,2023-08-01,,,
2797,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/robin-a-schwartz/8640354,Neurofibromatosis,2023-08-01,,,
2798,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/phioanh-l-nghiemphu/7839634,Neurofibromatosis,2023-08-01,,,
2799,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/amy-dawson/8365924,Neurofibromatosis,2023-08-01,,,
2800,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/alan-b-cantor/8102545,Neurofibromatosis,2023-08-01,,,
2801,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/lindsay-b-kilburn/11964867,Neurofibromatosis,2023-08-01,,,
2802,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/rene-y-mcnall-knapp/7910564,Neurofibromatosis,2023-08-01,,,
2803,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/vanessa-a-eulo/12713870,Neurofibromatosis,2023-08-01,,,
2804,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/frank-s-lieberman/9553530,Neurofibromatosis,2023-08-01,,,
2805,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/brian-d-vaillant/9870553,Neurofibromatosis,2023-08-01,,,
2806,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/patricia-l-robertson/11852455,Neurofibromatosis,2023-08-01,,,
2807,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/timothy-p-cripe/10428449,Neurofibromatosis,2023-08-01,,,
2808,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/ira-j-dunkel/7951043,Neurofibromatosis,2023-08-01,,,
2809,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/toni-m-muzzonigro/11974441,Neurofibromatosis,2023-08-01,,,
2810,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/james-e-rose/10372798,Neurofibromatosis,2023-08-01,,,
2811,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/ashok-r-asthagiri/9104464,Neurofibromatosis,2023-08-01,,,
2812,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/dawn-h-siegel/10428276,Neurofibromatosis,2023-08-01,,,
2813,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/david-w-stockton/10639391,Neurofibromatosis,2023-08-01,,,
2814,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/dusica-babovic-vuksanovic/9171699,Neurofibromatosis,2023-08-01,,,
2815,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/manikum-moodley/10622936,Neurofibromatosis,2023-08-01,,,
2816,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/nicholas-g-avgeropoulos/11982541,Neurofibromatosis,2023-08-01,,,
2817,https://www.medifind.com/conditions/neurofibromatosis-type-1-nf1/5459/doctors/sandra-l-escandon/12204912,Neurofibromatosis,2023-08-01,,,
